"ASIN ID","ASIN","Client Account Name","Latest Title","Category","SubCategory","Segment","Manufacturer","Brand","Priority ASIN","Exclude from Reporting","Platform"
114438,B00016X5OQ,Hyland's Inc,"Hyland's Chamomilla 6X Tablets, Natural Homeopathic Relief of Teething & Irritability, 250 Count",Baby,Single Remedies / Cell Salts,Teething,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
114439,B00016X5P0,Hyland's Inc,"Hyland's Carbo Vegetabilis 6X Tablets, Natural Homeopathic Relief of Nausea, Heartburn or Gas Relief, 250 Count",Hyland's,Single Remedies / Cell Salts,Nausea,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
114440,B00016X5QO,Hyland's Inc,"Arnica Tablets, Arnica Montana 6x by Hyland's, Natural Homeopathic Relief of Bruises and Muscle Soreness, 250 Count",Hyland's,Single Remedies / Cell Salts,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
114441,B00016X5T6,Hyland's Inc,"Hyland's Calendula Spray, Natural Homeopathic Relief of Minor Skin Irritations, 1 Ounce",Hyland's,Pain Relief,Calendula,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
114442,B00016X5YG,Hyland's Inc,"Cystic Acne and Acne Scar Treatment, Cold Medicine, Natural Relief of Discharge Related Symptoms, Hyland's #7 Kali Sulphate 6X, 500 Count",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
114444,B00016X5Z0,Hyland's Inc,"Cold Medicine and Sore Throat Relief, Natural Treatment of Colds, Sore Throats, Runny Nose, and Burns, Hyland's #5 Cell Salt Kali Muriaticum 6X Tablets, 500 Count",Hyland's,Single Remedies / Cell Salts,Runny Nose,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
114446,B00016X604,Hyland's Inc,"Smiles' Prid Homeopathic Drawing Salve, 18 GM, 1 each",Hyland's,Skin Care,Prid,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
114447,B00016X63G,Hyland's Inc,"Arnica for Post Workout Muscle Relief by Hyland's, 50 Count Quick Dissolving Tablets",Hyland's,Pain Relief,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
114449,B00016XEEW,Hyland's Inc,"Nuage Labs Tissue A Insomnia Tablets, 125 Count",Hyland's,Stress & Sleep,Sleeplessness,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
114450,B00016XEII,Hyland's Inc,"Hyland's Nuage Labs 6 Potassium Phosphate Tablets, 125 Count",Hyland's,Stress & Sleep,Sleeplessness,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
114465,B00017SOM8,Hyland's Inc,"Leg Cramp Tablets by Hyland's, Natural Relief of Calf, Leg and Foot Cramp, 100 Count",Hyland's,Pain Relief,Leg Cramps,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
115281,B0001TM8VE,Hyland's Inc,"Hyland's Homeopathic Cell Salts #12 Silicea 6X Tablets, Natural Relief of Skin Eruptions, Brittle Hair and Nails, 500 Count",Hyland's,Single Remedies / Cell Salts,Acne,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
115283,B0001TMGZW,Hyland's Inc,"Hyland's Homeopathic Arsenicum Album 6X, 250 Count",Hyland's,Digestion,Diarrhea,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
115284,B0001TMHLK,Hyland's Inc,"Hyland's Biochemic Phosphates, Tablets, 1000 Tablets",Hyland's,Single Remedies / Cell Salts,Nerve Tension,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
115285,B0001TMME2,Hyland's Inc,"Hyland's Ferrum Phosphoricum 6X, 250 Count",Hyland's,Single Remedies / Cell Salts,Fever,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
115286,B0001TMPIK,Hyland's Inc,"Natural Relief of Joint Pain, Gas, and Indigestion, Hyland's #10 Cell Salt Natrum Phosphoricum 6X Tablets, 500 Count",Hyland's,Single Remedies / Cell Salts,Indigestion,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
115288,B0001TMQ8E,Hyland's Inc,"Hyland's Nux Vomica 6X Tablets, Natural Homeopathic Hangover Relief, Relief of Nausea, Headache or Flu, 250 Count",Hyland's,Single Remedies / Cell Salts,Nausea,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
115289,B0001TMQOS,Hyland's Inc,"Hyland's Ruta Graveolens 6X Tablets, Natural Relief of Sprains, Backache or Eye Strain, 250 Count",Hyland's,Single Remedies / Cell Salts,Sprains,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
115290,B0001TSCDM,Hyland's Inc,"Hyland's Ruta Graveolens, 250 Tablet",Hyland's,Single Remedies / Cell Salts,Sprains,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
115297,B0001VKVFM,Hyland's Inc,"Back Pain and Minor Arthritis Relief, Natural Remedy by Hyland's, Rhus Tox. 30X Tablets, 250 Count",Hyland's,Single Remedies / Cell Salts,Arthritis,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
115298,B0001VKXM8,Hyland's Inc,"Hyland's Gel Pain Relief, Leg Cramp Ointment, Natural Relief of Calf, Leg and Foot Cramp, 2.5 oz",Hyland's,Pain Relief,Leg Cramps,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
115464,B0001ZZP22,Hyland's Inc,"Natural Bug Bite Itch Relief by Hyland's, Fast Acting Bug Bite Ointment, Relieves Swelling and Itching from Bug Bites, 0.26oz Stick",Hyland's,Skin Care,Itching,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
115481,B00020HTBG,Hyland's Inc,"Acne and Blackhead Treatment, Hair Growth Supplement, Nail Growth and Strengthener, Homeopathic Remedy by Hyland's, No. 12 Cell Salt Silicea 6X Tablets, 1000 Count",Hyland's,Single Remedies / Cell Salts,Skin Eruptions,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
115483,B00020HTGQ,Hyland's Inc,"Hyland's #6 Kali Phos 6X Cell Salt Tablets, Natural Relief of Stress, Headaches, Insomnia, and Simple Nervous Tension, 500 Count",Hyland's,Single Remedies / Cell Salts,Stress,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
115485,B00020HTQQ,Hyland's Inc,"Pain Relief for Back, Lower Back, Neck, Nerves, Foot, and Minor Injuries, Hyland's Hypericum Perf 30X, Tablets, 250 Count",Hyland's,Single Remedies / Cell Salts,Nerve Tension,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
115486,B00020HUFG,Hyland's Inc,"Hyland's Hylands Homeopathic Ignatia Amara 6X, 250 Count",Hyland's,Single Remedies / Cell Salts,Nerve Tension,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
115487,B00020HUJC,Hyland's Inc,"Hyland's Allium Cepa 6X, 250 Count",Hyland's,Single Remedies / Cell Salts,Runny Nose,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
115512,B000219YY0,Hyland's Inc,"Hyland's Homeopathic, Belladonna, 6X, 250 Tablets",Hyland's,Single Remedies / Cell Salts,Fever,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
116273,B0002JGRRY,Hyland's Inc,"Back Pain Relief, Hemorrhoid Treatment, and Muscle Relaxer, Natural Remedy for Lower Back Pain, Hemorrhoids, and Muscle Pain, Hyland's #1 Cell Salt 6X Calc Flour, 125 Count",Hyland's,Single Remedies / Cell Salts,Backache,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
116274,B0002JGS0A,Hyland's Inc,"NuAge Homeopathic #3 Calcium Sulphate Tablets, Natural Relief of Coughs, Skin Ailments, Sore Throat, Colds & Toothache, 125 Count",Hyland's,Stress & Sleep,Cough,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
116275,B0002JHFES,Hyland's Inc,"Hyland's Calcarea Phosphorica 30X Tablets, Natural Relief of Teething and Sore Throat, 250 Count",Baby,Single Remedies / Cell Salts,Teething,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
116276,B0002JIHV8,Hyland's Inc,"PMS Relief, Natural Homeopathic Relief of Menstrual Pain and Muscle Cramp Symptoms by Hyland's, Muscle Relaxer, Quick Dissolving #8 Cell Salts Magnesia Phosphoric 6X Tablets, 1000 Count",Hyland's,Single Remedies / Cell Salts,PMS,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
116278,B0002JIJIO,Hyland's Inc,"Hyland's Antimonium Tart. 6X Tablets, Natural Relief of Coughs with Mucus in Chest, 250 Count",Hyland's,Single Remedies / Cell Salts,Cough,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
116735,B0002UGRUK,Hyland's Inc,"Hyland’s Indigestion Tablets, Natural Relief of Upset Stomach from Hyperacidity, 100 Quick Dissolving Tablets",Hyland's,Digestion,Upset Stomach,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
117591,B0006MQ5LA,Hyland's Inc,"Hyland's Ipecacuanha 6X Tablets, Natural Homeopathic Relief of Nausea & Vomiting, 250 Count",Hyland's,Digestion,Nausea,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
117606,B0006O0VJK,Hyland's Inc,"Hyland's Calendulated Oil, Natural Homeopathic Relief of Minor Skin Irritations, 1 Ounce",Hyland's,Skin Care,Calendula,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
118035,B0007IQZFE,Hyland's Inc,"Hyland's #6 Kali Phos 6X Cell Salt Tablets, Natural Relief of Stress, Headaches, Insomnia, and Simple Nervous Tension, 1000 Count",Hyland's,Single Remedies / Cell Salts,Stress,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
118299,B0007V7NS4,Hyland's Inc,"Hyland's Aconitum Napellus 6X Tablets, Natural Relief of Sudden Colds or Fevers, 250 Count",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
118300,B0007V96AC,Hyland's Inc,"Hyland's Homeopathic Cantharis 6X, 250 Count",Hyland's,Digestion,Bladder,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
118302,B0007VB2HC,Hyland's Inc,"Decongestant and Sinus Relief, Inflammation Supplement, Natural Relief of Cold and Fever Symptoms, Hyland's #4 Cell Salt Ferrum Phos 6X Tablets, 1000 Count",Hyland's,Single Remedies / Cell Salts,Fever,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
118724,B0009ET7YC,Hyland's Inc,"Hyland's  Calms Nerve Tension Sleeplessness, 100 - 4 gm tablets",Hyland's,Stress & Sleep,Sleeplessness,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
118728,B0009ET7ZQ,Hyland's Inc,"Hyland's Hemorrhoids Tablets, Natural Relief of Itching and Burning from Hemmerrhoids, 100 Count",Hyland's,Pain Relief,Hemorrhoids,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
118730,B0009ET80A,Hyland's Inc,"Hyland's Indigestion Tablets, 100-Count Bottles (Pack of 2)",Hyland's,Digestion,Indigestion,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
118733,B0009ET814,Hyland's Inc,HOMEOPATHIC REMEDY KIT: Contains 30 Single Homeopathic Medicines and Reference Guide,4 Kids,Kits,Gas,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
118742,B0009F3N0U,Hyland's Inc,"Hyland's ArnicAid, 50 Tablets",Hyland's,Pain Relief,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
118743,B0009F3N14,Hyland's Inc,"Hyland's ArniSport, 50 tablets",Hyland's,Pain Relief,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
118744,B0009F3N1E,Hyland's Inc,"Arthritis Pain Relief Formula Tablets by Hyland's, Natural Relief of Minor Muscle and Joint Pain Due to Arthritis, 100 Count",Hyland's,Pain Relief,Arthritis,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
118746,B0009F3N1O,Hyland's Inc,Bedwetting Tablets TAB (125),4 Kids,Stress & Sleep,Bedwetting,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
118748,B0009F3N28,Hyland's Inc,"Hyland's - Colic Tablets, 125 tablets",Baby,Pain Relief,Colic,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
118749,B0009F3N2I,Hyland's Inc,"Hyland's C-Plus Cold Tablets, 125 tablets",Hyland's,"Cough, Cold & Flu",Sneezing,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
118751,B0009F3N32,Hyland's Inc,"Hyland's Headache Tablets, 100 Tablets",Hyland's,Pain Relief,Headache,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
118752,B0009F3N3C,Hyland's Inc,"Hyland's Teething Gel, 0.333 oz",Baby,Oral Pain Relief,Teething,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
118754,B0009F3N46,Hyland's Inc,"Hyland's Motion Sickness, 50 tablets",Hyland's,Digestion,Motion Sickness,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
118755,B0009F3N4G,Hyland's Inc,"Hyland's Nerve Tonic, 500 tablets",Hyland's,Stress & Sleep,Stress,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
118938,B0009NYS60,Hyland's Inc,"Cold and Flu Like Symptoms Medicine, Hyland's Complete Flu Care, Homeopathic Remedy, 120 tablets",Hyland's,"Cough, Cold & Flu",Flu,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
120966,B000CFIIHK,Hyland's Inc,"Hyland's EnurAid Bladder Control, Natural Relief of Urinary Incontinence in Women, 50 Quick-Dissolving Tablets",Hyland's,Digestion,Bladder,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
120967,B000CFKGZW,Hyland's Inc,"NuAge Homeopathic Tissue D Acne Remedy, Natural Relief of Acne and Minor Skin Ailments, 125 Count",Hyland's,Skin Care,Acne,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
121023,B000COEBM2,Hyland's Inc,"Hyland's ClearAc Acne Treatment and Skin Care, Natural Relief of Pimples and Blemishes, 50 Quick-Dissolving Tablets",Hyland's,Skin Care,Acne,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
121024,B000COH5F2,Hyland's Inc,"Back Pain and Minor Arthritis Relief, Natural Remedy by Hyland's, Rhus Tox. 6X Tablets, 250 Count",Hyland's,Single Remedies / Cell Salts,Arthritis,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
121730,B000EPXB02,Hyland's Inc,"Hyland's Nuage No 5 Kali Mur Supplement, 125 Count",Hyland's,Single Remedies / Cell Salts,Cough,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
121731,B000EQ25RG,Hyland's Inc,"Relief of Headache, Constipation, Heartburn, and Bloating, Natural Remedy for Headaches, Water Retention, Indigestion, Colds, Heartburn, Gastric Upset, Hyland's #9 Natrum Muriaticum 6X, 1000 Tablet",Hyland's,Single Remedies / Cell Salts,Indigestion,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122151,B000F4V6KO,Hyland's Inc,"Hyland's Calcarea Phosphorica 6X Tablets, Natural Relief of Minor Joint Pain, Fatigue or Teething, 250 Count",Baby,Single Remedies / Cell Salts,Teething,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122152,B000F4V79Y,Hyland's Inc,"Hyland's Defend  Cough Syrup , 4 Fluid Ounce (118 ml)",Hyland's,"Cough, Cold & Flu",Cough Syrup,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122749,B000FLIG3M,Hyland's Inc,"Hyland's Sulpher 6X, 250 Count",Hyland's,Single Remedies / Cell Salts,Itching,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122750,B000FLIGSW,Hyland's Inc,"Hyland's #6 Kali Phos 30X Cell Salt Tablets, Natural Relief of Stress, Headaches, Insomnia, and Simple Nervous Tension, 500 Count",Hyland's,Single Remedies / Cell Salts,Stress,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122951,B000FXSXEW,Hyland's Inc,"Hyland's Antimonium Tart. 30X Tablets, Natural Relief of Coughs With Mucous in Chest, 250 Count",Hyland's,Single Remedies / Cell Salts,Cough,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122952,B000FXSXF6,Hyland's Inc,"Hyland's Cantharis, 30X, Tablets, 250 tablets",Hyland's,Single Remedies / Cell Salts,Bladder,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122960,B000FXSXHE,Hyland's Inc,"Hyland's Ledum Pal. 30X Tablets, Natural Relief of Bites, Stings & Minor Puncture Wounds, 250 Count",Hyland's,Single Remedies / Cell Salts,Bug Bites,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122961,B000FXSXHO,Hyland's Inc,"Hyland's Natrum Muriaticum, 30X, No. 9, Tablets, 500 tablets",Hyland's,Single Remedies / Cell Salts,Headache,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122962,B000FXSXHY,Hyland's Inc,"Hyland's Nux Vomica 30X Tablets, Natural Homeopathic Hangover Relief, Relief of Nausea, Headache or Flu, 250 Count",Hyland's,Single Remedies / Cell Salts,Nausea,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122963,B000FXSXI8,Hyland's Inc,"Hyland's Sulphur, 30X, Tablets, 250-Count",Hyland's,Single Remedies / Cell Salts,Itching,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122964,B000FXSXII,Hyland's Inc,Hyland's Upset Stomach 100 Tablets,Hyland's,Digestion,Upset Stomach,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122965,B000FXSXIS,Hyland's Inc,"Hyland's Veratrum Album, 30X, Tablets, 250 Tablets",Hyland's,Single Remedies / Cell Salts,Diarrhea,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122966,B000FXSXJ2,Hyland's Inc,Hyland's Complete Flu Care for Kids - 125 Tablets,4 Kids,"Cough, Cold & Flu",Cold,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122967,B000FXSXJC,Hyland's Inc,Hyland's Calcarea Phosphorica Tablets,Hyland's,Single Remedies / Cell Salts,Teething,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122969,B000FXUZAC,Hyland's Inc,"Hyland's Biochemic Phosphates, 500 Tablets",Hyland's,Single Remedies / Cell Salts,Nerve Tension,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122971,B000FXUZB6,Hyland's Inc,"Hyland's Aconitum Napellus, 30X, Tablets, 250 tablets",Hyland's,Single Remedies / Cell Salts,Cold,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122973,B000FXUZBQ,Hyland's Inc,Arsenicum Album 30X (DIARRHEA) - 250 - Tablet,Hyland's,Digestion,Diarrhea,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122974,B000FXUZC0,Hyland's Inc,"Hyland's Bumps 'n Bruises with Arnica, Tablets, 125 tablets (Pack of 3)",4 Kids,Pain Relief,Arnica,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122975,B000FXUZCA,Hyland's Inc,"Hyland's Calcarea Phosphorica, 30X, No. 2, Tablets, 500 tablets",Hyland's,Single Remedies / Cell Salts,Teething,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122980,B000FXUZDY,Hyland's Inc,"Hyland's Gelsemium Semp., 30X, Tablets, 250 tablets",Hyland's,Single Remedies / Cell Salts,Headache,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122981,B000FXUZEI,Hyland's Inc,"Hyland's Sleep, Tablets, 100 tablets - Pack of 3",Hyland's,Stress & Sleep,Sleeplessness,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122986,B000FXUZG6,Hyland's Inc,"Hyland's Vitamin C Tablets, 125 tablets",Hyland's,Single Remedies / Cell Salts,Vitamins,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122989,B000FXW78K,Hyland's Inc,"Hyland's Apis Mell., 30X, Tablets, 250 tablets (Pack of 3)",Hyland's,Single Remedies / Cell Salts,Bug Bites,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122990,B000FXW78U,Hyland's Inc,"Hyland's Belladonna 30X Tablets, Natural Relief of Fever, Redness or Throbbing Pain, 250 Count",Hyland's,Single Remedies / Cell Salts,Fever,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122992,B000FXW79E,Hyland's Inc,Bryonia Alba 30x 250 Tablets,Hyland's,Stress & Sleep,Joint Pain,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122994,B000FXW79Y,Hyland's Inc,"Hyland's Calcarea Fluorica, 30X, No. 1, Tablets, 500 tablets",Hyland's,Single Remedies / Cell Salts,Hemorrhoids,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122996,B000FXW7AI,Hyland's Inc,"Hyland's Cold Tablets, with Zinc, 50 Tablets (Pack of 3)",Hyland's,"Cough, Cold & Flu",Cold,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
122997,B000FXW7AS,Hyland's Inc,"Hyland's Diarrex Diarrhea Tablets, Natural Relief for Gastrointestinal Diarrhea, 50 Count",Hyland's,Digestion,Diarrhea,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
122998,B000FXW7B2,Hyland's Inc,"Hyland's Flu, Tablets, 100 tablets",Hyland's,"Cough, Cold & Flu",Flu,Hyland's Homeopathy,Hyland's,Yes," ",amazon.com
123002,B000FXW7CG,Hyland's Inc,"Hyland's Rhus Tox., 30X, Tablets, 250 tablets",Hyland's,Single Remedies / Cell Salts,Arthritis,Hyland's Homeopathy,Hyland's,Yes," ",No Platform
